회사명,직무,링크
[씽씽]프론트엔드 개발자 모집(6년이상/대구),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45148204&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[29CM] 프론트엔드 팀 리드,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45147159&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
파이썬 백엔드 엔지니어,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45179740&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
기술PM 담당 (온라인),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45155849&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[BI] 사내 데이터플랫폼 개발 담당 (팀장급),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45156929&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
"블록체인 개발자채용(엔지니어, 아키텍트, 서비스어플리케이션)",데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45035061&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
"기술팀, 솔루션엔지니어 채용 건",데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45130915&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[29CM] Biz. Operation Manager (파트장),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45147553&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[INEEJI] (주)인이지 채용 공고(AI연구소 - SW엔지니어/분당),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45139955&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
"DevRel, 직무 교육 전문가(Learning&Development 등) 채용",데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45190878&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
서버개발자 (경력),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45180495&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[어플리케이션개발] PC클라이언트 개발 담당,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45170481&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
Product Manager (PM),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45178035&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[소셜개발] 커뮤니티 서비스 백엔드 개발,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45184769&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
코아아이티 서버엔지니어 채용합니다,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45176727&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
컴퓨터비전 딥러닝/AI R&D 엔지니어 (석사이상),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45177973&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[광통신모듈 및 광트랜시버] 제품설계/패키징/성능평가 개발인력,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45187858&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
"K Cloud 엔지니어 채용(KT, NCP, Kakao)",데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45191078&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
서린정보기술(주) 경력직 엔지니어 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45198941&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
Front-end Engineer (Desktop App),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45199139&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
에듀메타 인재 채용 (블록체인 엔지니어),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45224806&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[글로벌텔레콤] IT 공공 SI/NI PM PL 경력직 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45248329&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
Apache Kafka 시스템 엔지니어를 찾습니다.,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45259795&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[천안/영어필수] MES Systems Engineer 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45255954&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
상반기 R&D 대규모 채용 (데이터 비주얼라이징 개발),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45253512&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
대기업 클라우드(AWS) 서버 시스템 운영자(SE/TA) 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45250050&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
System Engineer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45249159&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
백엔드 시스템 개발자,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45265876&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
Java Spring 또는 Python 백엔드 개발자,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45285957&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
AI 전문 기업 데이터 사이언티스트 (Data Scientist) PM급,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45287292&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
프론트엔드 - Flutter Mobile 개발자 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45255929&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
"[디지털 트윈] 함께하실 Unity 3D 중급, 고급 개발자를 모십니다",데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45280754&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
"백업 솔루션 및 스토리지, 서버 컨설팅 기술 지원",데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45272088&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
Core Banking Engineer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45282384&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[서울] 유니뷰 SE/기술지원/CS 신입&경력 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45300242&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
오라클 DB 엔지니어 채용 (경력),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45291116&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
SW 엔지니어 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45286797&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
Backend Engineer (Transportation Management System),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45292923&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
AI 영상 얼굴인식 IT 솔루션 Field Engineer 과장,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45317468&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
Backend Engineer(유럽향 e Market Place 플랫폼),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45293170&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
백엔드 개발자 (Backend Engineer) - GUARDIONE,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45308567&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[머신러닝 AI ] ML Engineer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45320469&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
네트워크/시스템/클라우드 보안 엔지니어 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45306140&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
테스트베드 운영 및 포럼운영(대리 과장급)채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45316544&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
"[코스피 중견 국내1위 ODM] WEB 디자이너(UX, UI)",데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45329928&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
기술영업 및 설비 엔지니어 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45316318&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
(주) 스포카 데이터 분석가 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45334080&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[VUERON] Deep Learning 엔지니어,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45326333&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
개발 리드,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45341335&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[위메프서비스] 검색/리스팅 서비스 시니어 백엔드 개발자,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45341967&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
위브 광학 장비 소프트웨어 개발자 채용(제어 및 영상),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45347711&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
"데이터 사이언티스트(추천, 개인화)",데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45362224&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[유명 보안솔루션기업] Data Analyst 경력 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45354244&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[MEDIT] Ai Engineer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45365531&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[다비오] 딥러닝 엔지니어,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41154710&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
Robot Control Engineer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42226557&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
Deep Learning Engineer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42226650&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
데이터 로그 개발자,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42525965&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[파수] 보안 솔루션 구축 엔지니어,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43826066&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
정보 보호 컨설턴트,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44030165&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[(주)서울옥션] 웹서비스개발팀 백엔드 신규직원,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44552859&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
Robot Vision 엔지니어,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44377701&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
Cloud Infra Engineer(대전),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44348927&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
SAP SD Module,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44456258&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
자율주행 무인 로봇 Perception 개발자 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44736278&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
Java 백엔드 개발자(경력),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44505400&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
Lua C++ 응용프로그램 운용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44299652&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
백엔드 엔지니어 (Kotlin/Java),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44798121&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[신입] 시스템 관리 엔지니어,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44806125&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
글로벌 대기업 GA/AA 데이터 분석가 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44926890&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
[miso] Back-end Developer,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44761451&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
데스크톱 앱 개발자 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44936217&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
C# .NET 신입개발자 채용공고,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44942388&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
2023년 사세확장 엔지니어링 정규직 공개채용.,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44963628&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=a25f877b-f21b-4860-8185-ae53df573697
